BHK,City,Size_sqft,Floors,Bathrooms,Furnishing,Property_Type,Age_years,Parking,Price
3,Surat,3986.0,14,4,Semi-furnished,Apartment,9.0,Yes,19062140.797413737
2,Mumbai,3815.0,13,3,Fully-furnished,Independent House,23.0,Yes,51377015.4089033
2,Jaipur,1122.0,7,4,Unfurnished,Apartment,26.0,No,5236858.721535343
3,Hyderabad,2177.0,1,3,Fully-furnished,Independent House,21.0,Yes,17898763.15609259
2,Jaipur,3787.0,1,3,Unfurnished,Apartment,18.0,Yes,14754903.45749936
2,Hyderabad,3512.0,9,1,Unfurnished,Apartment,17.0,No,22105410.733256273
2,Delhi,3512.0,12,2,Unfurnished,Apartment,14.0,Yes,29423596.261146527
1,Mumbai,4137.0,6,1,Fully-furnished,Apartment,26.0,No,53906453.741411075
1,Ahmedabad,3200.0,5,3,Fully-furnished,Apartment,24.0,Yes,18524288.397658337
1,Bangalore,2371.0,2,2,Fully-furnished,Villa,10.0,No,21459245.22035257
3,Mumbai,578.0,2,2,Fully-furnished,Villa,23.0,Yes,12600336.602849351
5,Ahmedabad,1976.0,7,1,Semi-furnished,Villa,29.0,Yes,11948735.477166709
2,Mumbai,3728.0,6,1,Unfurnished,Independent House,2.0,Yes,43493912.49612076
2,Ahmedabad,2835.0,12,4,Fully-furnished,Apartment,6.0,No,17541431.044014312
3,Mumbai,2225.0,14,2,Unfurnished,Apartment,6.0,Yes,29157167.973334625
2,Jaipur,1614.0,13,3,Semi-furnished,Apartment,11.0,No,7197868.232729584
1,Jaipur,660.0,8,4,Fully-furnished,Independent House,0.0,Yes,5240822.597121909
5,Jaipur,1925.0,3,4,Semi-furnished,Independent House,21.0,Yes,10840824.993764503
4,Bangalore,2233.0,3,4,Fully-furnished,Independent House,2.0,Yes,22270905.919070266
2,Chennai,4915.0,13,4,Unfurnished,Independent House,13.0,Yes,26918253.95465939
1,Pune,2911.0,5,1,Semi-furnished,Villa,25.0,No,14161667.351955695
4,Hyderabad,4460.0,10,2,Semi-furnished,Independent House,18.0,Yes,30326368.72440984
5,Jaipur,3022.0,4,4,Fully-furnished,Independent House,20.0,No,16213433.464361634
4,Chennai,1101.0,12,2,Unfurnished,Independent House,28.0,Yes,8613605.154216016
1,Hyderabad,2859.0,8,3,Unfurnished,Independent House,21.0,Yes,17958824.019539915
4,Mumbai,2055.0,6,2,Unfurnished,Villa,8.0,No,28053490.732649058
3,Delhi,2020.0,8,1,Unfurnished,Apartment,12.0,Yes,18654145.85491607
4,Ahmedabad,2890.0,7,2,Fully-furnished,Independent House,4.0,Yes,19276432.840664174
2,Chennai,1405.0,2,3,Semi-furnished,Villa,2.0,No,10774625.642006615
2,Surat,2150.0,9,3,Fully-furnished,Villa,16.0,Yes,12392033.829186717
3,Kolkata,1617.0,11,4,Unfurnished,Villa,27.0,Yes,8460228.602790993
1,Chennai,2024.0,13,3,Semi-furnished,Apartment,18.0,No,12772043.790002383
2,Jaipur,4767.0,6,4,Semi-furnished,Independent House,3.0,No,20723565.81683983
5,Jaipur,3580.0,11,1,Unfurnished,Apartment,9.0,No,14942207.050535817
2,Chennai,3740.0,11,1,Fully-furnished,Villa,29.0,Yes,25827731.482293647
2,Ahmedabad,4906.0,6,1,Fully-furnished,Apartment,22.0,No,27598363.241869777
1,Hyderabad,4301.0,12,2,Unfurnished,Villa,4.0,Yes,26024458.042958993
4,Mumbai,2435.0,2,3,Semi-furnished,Villa,18.0,Yes,34189797.968121
2,Kolkata,4127.0,9,3,Semi-furnished,Independent House,8.0,Yes,20679651.287238684
3,Mumbai,4880.0,1,3,Fully-furnished,Villa,28.0,Yes,65900233.57932087
4,Bangalore,4209.0,6,4,Semi-furnished,Apartment,25.0,No,31488019.182630345
5,Ahmedabad,3042.0,14,4,Unfurnished,Apartment,21.0,Yes,15954603.7341973
1,Jaipur,4950.0,8,1,Semi-furnished,Villa,20.0,Yes,21106978.86193364
5,Bangalore,699.0,2,3,Fully-furnished,Independent House,15.0,Yes,11310777.868272413
4,Mumbai,2683.0,3,2,Fully-furnished,Apartment,22.0,Yes,41141050.783442594
4,Mumbai,3175.0,10,2,Unfurnished,Independent House,28.0,Yes,36512838.17630144
4,Kolkata,4536.0,10,1,Fully-furnished,Independent House,11.0,No,25714343.718242545
5,Pune,3993.0,7,4,Unfurnished,Independent House,25.0,No,20558455.56526339
4,Mumbai,4472.0,13,4,Semi-furnished,Independent House,16.0,No,57082700.18744402
5,Hyderabad,1864.0,13,4,Semi-furnished,Villa,7.0,No,16078904.665679198
4,Hyderabad,2352.0,11,1,Semi-furnished,Villa,22.0,No,17568438.501752947
3,Chennai,4937.0,12,1,Unfurnished,Villa,12.0,Yes,26885857.638654057
4,Kolkata,4101.0,1,3,Fully-furnished,Independent House,20.0,No,22857502.072387855
5,Kolkata,887.0,5,3,Unfurnished,Apartment,21.0,Yes,6345171.809155215
2,Jaipur,4599.0,11,3,Semi-furnished,Apartment,14.0,Yes,20033082.26378121
4,Mumbai,2162.0,6,2,Semi-furnished,Villa,8.0,No,31666730.41980212
2,Pune,2958.0,10,2,Semi-furnished,Apartment,0.0,Yes,17623895.549116466
3,Surat,712.0,7,3,Semi-furnished,Villa,14.0,No,6088887.071610883
1,Bangalore,1057.0,13,2,Semi-furnished,Independent House,26.0,No,8567715.731856417
3,Kolkata,3105.0,10,2,Unfurnished,Villa,2.0,No,15127001.296174183
4,Chennai,3619.0,10,4,Semi-furnished,Apartment,14.0,Yes,24048643.620395876
2,Chennai,4203.0,13,4,Unfurnished,Villa,28.0,Yes,23042030.631097276
2,Mumbai,3191.0,7,1,Unfurnished,Villa,10.0,No,36626084.324525736
5,Mumbai,2494.0,3,4,Semi-furnished,Apartment,28.0,Yes,34120521.959627435
2,Surat,974.0,14,3,Semi-furnished,Villa,8.0,Yes,6369946.318515392
5,Delhi,2267.0,7,4,Semi-furnished,Villa,18.0,No,24747868.029559504
1,Delhi,541.0,1,2,Unfurnished,Apartment,21.0,No,7008184.832949915
4,Mumbai,3151.0,11,2,Fully-furnished,Villa,25.0,Yes,46122196.50131853
5,Ahmedabad,2595.0,4,3,Unfurnished,Independent House,17.0,Yes,14480131.319038915
1,Hyderabad,4492.0,7,3,Semi-furnished,Villa,24.0,Yes,28974571.570590686
2,Hyderabad,2486.0,7,4,Unfurnished,Apartment,20.0,Yes,16075391.288759533
2,Surat,4365.0,4,4,Fully-furnished,Independent House,23.0,Yes,21884677.600186452
1,Surat,4157.0,1,4,Fully-furnished,Independent House,17.0,Yes,20993314.771356214
2,Jaipur,4017.0,14,1,Fully-furnished,Apartment,26.0,Yes,19055792.832972027
1,Pune,2768.0,8,1,Unfurnished,Apartment,23.0,No,14361482.359714191
5,Chennai,2144.0,4,3,Fully-furnished,Villa,27.0,Yes,17188025.850505527
5,Hyderabad,1439.0,2,4,Fully-furnished,Independent House,20.0,Yes,14692846.0841666
1,Ahmedabad,4938.0,4,2,Unfurnished,Independent House,2.0,Yes,23029944.830821417
5,Mumbai,3809.0,8,1,Semi-furnished,Independent House,12.0,No,51402737.42723987
5,Kolkata,3485.0,8,3,Fully-furnished,Apartment,5.0,Yes,22051988.278798334
5,Ahmedabad,2527.0,5,1,Unfurnished,Villa,5.0,No,14652345.77265101
3,Jaipur,3627.0,2,4,Fully-furnished,Apartment,10.0,No,18551846.67169033
4,Ahmedabad,4633.0,7,2,Unfurnished,Independent House,23.0,No,21894569.31626057
2,Kolkata,1864.0,3,2,Semi-furnished,Villa,22.0,No,10409469.684226137
3,Bangalore,1350.0,6,3,Unfurnished,Villa,8.0,Yes,11632064.600492295
5,Delhi,730.0,9,1,Unfurnished,Apartment,16.0,No,11967239.902631894
1,Bangalore,2999.0,13,4,Fully-furnished,Independent House,23.0,Yes,24608831.025097463
5,Chennai,2804.0,5,4,Unfurnished,Independent House,16.0,Yes,18051183.179443415
4,Chennai,2981.0,9,2,Semi-furnished,Independent House,8.0,Yes,20366919.873210657
5,Hyderabad,4804.0,4,2,Unfurnished,Villa,26.0,No,31286198.730210103
1,Kolkata,4211.0,9,4,Unfurnished,Independent House,25.0,Yes,17331654.813514166
4,Chennai,3403.0,1,4,Unfurnished,Apartment,18.0,Yes,19937016.20150684
5,Surat,3965.0,4,1,Semi-furnished,Villa,2.0,Yes,19534209.231455833
4,Hyderabad,3268.0,11,3,Semi-furnished,Apartment,27.0,Yes,22368637.743901793
2,Jaipur,3392.0,14,1,Unfurnished,Villa,27.0,No,13203958.870347423
2,Hyderabad,2583.0,1,1,Unfurnished,Apartment,13.0,Yes,16595714.753429953
5,Bangalore,1738.0,12,4,Unfurnished,Independent House,14.0,No,14828230.852418408
4,Mumbai,2574.0,13,1,Fully-furnished,Villa,18.0,Yes,39790518.29296122
1,Surat,2565.0,9,1,Semi-furnished,Apartment,0.0,No,12669671.842177134
5,Surat,1129.0,8,1,Unfurnished,Villa,22.0,Yes,6075209.971909653
2,Pune,3708.0,8,2,Unfurnished,Villa,27.0,No,17596544.81798077
2,Surat,1402.0,14,3,Semi-furnished,Independent House,3.0,No,7506745.043307392
5,Surat,1553.0,7,3,Fully-furnished,Villa,14.0,Yes,10890758.006986666
4,Bangalore,622.0,9,2,Unfurnished,Apartment,14.0,No,7730534.5480454685
2,Ahmedabad,1456.0,11,4,Semi-furnished,Villa,2.0,Yes,9526090.961102724
4,Surat,1486.0,11,4,Fully-furnished,Apartment,4.0,No,10776485.28635776
2,Mumbai,1751.0,13,3,Semi-furnished,Independent House,27.0,Yes,23062113.322094046
2,Delhi,4933.0,3,3,Semi-furnished,Villa,0.0,Yes,44856261.35496619
3,Bangalore,1490.0,7,4,Unfurnished,Apartment,15.0,Yes,12178447.801970588
2,Bangalore,2820.0,6,1,Semi-furnished,Villa,29.0,Yes,20750567.784585495
1,Ahmedabad,1401.0,5,3,Unfurnished,Villa,15.0,Yes,6932691.912931653
5,Pune,2586.0,9,1,Fully-furnished,Independent House,15.0,No,18055422.747298528
5,Ahmedabad,4492.0,4,3,Unfurnished,Villa,14.0,No,22687040.161671415
4,Hyderabad,4080.0,3,2,Semi-furnished,Villa,26.0,No,27512281.68219717
2,Delhi,3302.0,13,3,Semi-furnished,Independent House,4.0,Yes,32292378.34102636
1,Chennai,2704.0,11,2,Semi-furnished,Villa,1.0,No,17590130.048635535
4,Jaipur,1371.0,3,1,Unfurnished,Independent House,7.0,No,7207549.536724931
3,Chennai,3324.0,2,4,Fully-furnished,Villa,14.0,Yes,24591720.820713162
4,Pune,3402.0,1,1,Fully-furnished,Apartment,8.0,No,23254741.714865234
4,Pune,3003.0,3,1,Semi-furnished,Apartment,8.0,No,18379036.612545
2,Surat,3903.0,8,1,Unfurnished,Apartment,2.0,Yes,16390427.376691226
3,Ahmedabad,2691.0,12,2,Semi-furnished,Independent House,14.0,No,15932677.671914373
4,Hyderabad,4382.0,6,3,Unfurnished,Independent House,23.0,No,26736309.898999322
1,Surat,3707.0,2,4,Fully-furnished,Independent House,17.0,Yes,19475289.415426005
1,Kolkata,4158.0,8,1,Unfurnished,Independent House,16.0,Yes,17260974.707413472
5,Hyderabad,3597.0,13,1,Unfurnished,Independent House,0.0,Yes,24956492.8718075
3,Pune,3578.0,5,1,Semi-furnished,Independent House,22.0,No,20478333.78879278
3,Pune,3138.0,12,2,Unfurnished,Villa,10.0,No,16878083.225063182
5,Bangalore,3586.0,4,2,Fully-furnished,Apartment,0.0,Yes,33986009.9834816
4,Kolkata,3446.0,14,2,Fully-furnished,Independent House,5.0,No,21573107.74280046
3,Surat,3971.0,1,3,Fully-furnished,Villa,23.0,Yes,21121830.1200307
1,Pune,4802.0,12,3,Semi-furnished,Villa,28.0,No,25701876.08124478
1,Kolkata,2124.0,13,1,Unfurnished,Independent House,25.0,Yes,10561188.483268114
2,Delhi,3457.0,1,4,Unfurnished,Apartment,11.0,Yes,30373600.314458344
3,Jaipur,3787.0,4,2,Semi-furnished,Independent House,19.0,No,16887975.610809196
4,Ahmedabad,2025.0,12,3,Fully-furnished,Apartment,17.0,No,13921938.590478888
5,Pune,1982.0,13,3,Fully-furnished,Apartment,13.0,No,15641849.287879976
5,Delhi,758.0,9,4,Semi-furnished,Independent House,12.0,Yes,12982933.027334824
4,Hyderabad,953.0,10,2,Semi-furnished,Apartment,26.0,Yes,8459649.370224835
2,Ahmedabad,1298.0,10,3,Fully-furnished,Apartment,10.0,No,9502850.96288886
5,Kolkata,4970.0,6,4,Fully-furnished,Apartment,19.0,No,27909572.517633885
3,Ahmedabad,3011.0,1,4,Unfurnished,Independent House,24.0,Yes,14500937.456103703
2,Chennai,4670.0,12,2,Fully-furnished,Apartment,17.0,Yes,32051482.378996264
3,Bangalore,741.0,8,2,Fully-furnished,Apartment,20.0,No,9231838.860307518
1,Kolkata,2212.0,12,2,Unfurnished,Villa,26.0,Yes,9519365.804826045
2,Delhi,4718.0,9,1,Semi-furnished,Independent House,17.0,No,42673186.20741679
5,Pune,2502.0,2,3,Unfurnished,Apartment,16.0,No,14545967.909721335
2,Kolkata,3827.0,6,4,Unfurnished,Independent House,27.0,Yes,16643482.189945498
2,Mumbai,2781.0,7,1,Fully-furnished,Independent House,24.0,Yes,39274043.01800965
2,Chennai,996.0,11,2,Semi-furnished,Villa,4.0,No,8734131.350076467
2,Delhi,3611.0,13,3,Fully-furnished,Villa,5.0,No,38200230.75643613
3,Hyderabad,1226.0,1,3,Semi-furnished,Apartment,21.0,No,10398668.453889295
1,Mumbai,2331.0,14,1,Unfurnished,Apartment,7.0,Yes,28412912.834727485
4,Kolkata,2321.0,11,4,Semi-furnished,Apartment,3.0,Yes,12310189.373442672
2,Bangalore,2316.0,5,1,Fully-furnished,Independent House,0.0,Yes,21683413.64010148
5,Mumbai,591.0,11,3,Semi-furnished,Villa,14.0,Yes,14926004.014536632
2,Ahmedabad,3932.0,11,4,Semi-furnished,Villa,6.0,Yes,20340318.91228058
5,Kolkata,2469.0,5,1,Semi-furnished,Apartment,15.0,No,13372706.135588357
3,Delhi,2884.0,3,1,Fully-furnished,Villa,5.0,Yes,32912292.39504473
5,Kolkata,4179.0,2,2,Unfurnished,Independent House,6.0,Yes,19780776.887251783
4,Bangalore,1102.0,14,3,Unfurnished,Apartment,23.0,No,10377856.901354063
1,Jaipur,927.0,1,2,Semi-furnished,Villa,20.0,Yes,4430519.76534177
5,Ahmedabad,2519.0,6,2,Semi-furnished,Apartment,5.0,No,16005900.844886247
5,Pune,1956.0,7,4,Semi-furnished,Independent House,12.0,No,13656497.47104086
1,Kolkata,506.0,2,4,Unfurnished,Independent House,28.0,No,3261215.308567145
4,Bangalore,2934.0,2,3,Fully-furnished,Apartment,1.0,No,27752071.265707456
2,Mumbai,1873.0,5,4,Semi-furnished,Apartment,4.0,No,26684427.768615257
5,Mumbai,1140.0,5,3,Semi-furnished,Villa,2.0,No,22769269.713597026
1,Delhi,4262.0,13,4,Semi-furnished,Independent House,20.0,No,38275235.891677834
3,Ahmedabad,4505.0,3,2,Unfurnished,Independent House,8.0,No,22627185.13475152
1,Mumbai,2730.0,3,3,Unfurnished,Apartment,2.0,No,31554587.023021802
3,Pune,4311.0,1,2,Fully-furnished,Villa,11.0,Yes,27127602.0882698
4,Jaipur,3806.0,3,4,Semi-furnished,Apartment,29.0,No,16785261.790256254
2,Jaipur,945.0,9,2,Semi-furnished,Apartment,29.0,No,4666397.190893365
1,Delhi,4441.0,2,4,Unfurnished,Apartment,2.0,Yes,35876730.10960953
5,Kolkata,4795.0,1,1,Unfurnished,Independent House,16.0,No,22353821.363536064
4,Mumbai,3495.0,9,2,Semi-furnished,Apartment,14.0,No,45286219.85832232
1,Bangalore,1012.0,5,3,Semi-furnished,Apartment,29.0,Yes,8075177.549265072
5,Hyderabad,1489.0,8,2,Semi-furnished,Villa,29.0,Yes,12831633.081546828
1,Jaipur,1901.0,11,2,Unfurnished,Apartment,27.0,No,7256923.38167813
3,Surat,2312.0,4,3,Semi-furnished,Villa,16.0,No,11617897.136496559
1,Delhi,1045.0,8,3,Fully-furnished,Apartment,6.0,No,14249160.583870662
1,Kolkata,3033.0,12,1,Unfurnished,Independent House,8.0,Yes,12934769.30431551
1,Chennai,2509.0,5,4,Fully-furnished,Apartment,17.0,No,17112773.638092894
4,Delhi,3932.0,6,4,Fully-furnished,Independent House,1.0,Yes,42990385.600652635
1,Bangalore,4585.0,6,3,Unfurnished,Apartment,16.0,No,29238544.765630595
5,Hyderabad,2715.0,6,2,Semi-furnished,Independent House,20.0,No,21448756.11475928
3,Surat,4165.0,2,4,Fully-furnished,Independent House,25.0,Yes,21072343.521434102
3,Jaipur,1327.0,10,3,Semi-furnished,Apartment,22.0,No,7015273.598103488
1,Ahmedabad,2684.0,10,3,Fully-furnished,Villa,13.0,No,16194347.465462634
4,Surat,2662.0,9,1,Unfurnished,Independent House,16.0,Yes,11874155.893305006
4,Jaipur,1775.0,7,2,Semi-furnished,Independent House,10.0,No,9187639.34062076
5,Chennai,2016.0,3,1,Fully-furnished,Apartment,23.0,Yes,15785569.55605142
1,Chennai,1812.0,2,1,Fully-furnished,Villa,0.0,Yes,14664796.115730127
3,Jaipur,4023.0,4,2,Unfurnished,Independent House,0.0,No,17269660.75792467
4,Ahmedabad,1015.0,8,3,Fully-furnished,Apartment,19.0,Yes,7991048.183018327
1,Delhi,1519.0,9,2,Unfurnished,Independent House,14.0,Yes,14173297.106151687
4,Ahmedabad,1795.0,10,1,Fully-furnished,Apartment,1.0,No,14285219.94761595
4,Mumbai,1549.0,2,1,Semi-furnished,Apartment,11.0,No,25096888.57722039
3,Jaipur,2840.0,14,2,Unfurnished,Villa,12.0,No,12319929.332569426
2,Jaipur,1757.0,6,1,Fully-furnished,Apartment,24.0,No,10016028.742503412
5,Ahmedabad,2778.0,8,3,Fully-furnished,Villa,9.0,No,18367538.216916975
5,Pune,3485.0,3,3,Semi-furnished,Apartment,1.0,No,21298562.610481143
3,Pune,4369.0,11,2,Fully-furnished,Apartment,22.0,No,27216689.68953709
4,Bangalore,1644.0,9,2,Unfurnished,Independent House,29.0,No,13270736.636870164
1,Pune,1205.0,4,3,Fully-furnished,Villa,1.0,No,9994831.164393436
4,Chennai,2924.0,5,4,Fully-furnished,Independent House,16.0,Yes,22286165.110034823
3,Mumbai,4071.0,14,4,Semi-furnished,Villa,8.0,No,51850436.9361561
5,Jaipur,2434.0,12,4,Semi-furnished,Villa,13.0,No,12527211.682057505
4,Surat,2984.0,7,2,Fully-furnished,Independent House,10.0,Yes,16370962.039473899
5,Chennai,2245.0,14,3,Semi-furnished,Villa,19.0,Yes,15910646.122240257
1,Bangalore,1469.0,11,3,Fully-furnished,Villa,11.0,Yes,12871803.777284902
5,Hyderabad,3046.0,11,3,Fully-furnished,Independent House,6.0,No,26530593.17301429
5,Mumbai,3147.0,5,3,Unfurnished,Villa,0.0,No,40431226.58545735
2,Pune,1277.0,4,2,Fully-furnished,Independent House,23.0,Yes,9297509.28587573
2,Kolkata,1833.0,4,3,Unfurnished,Apartment,15.0,Yes,8884629.772787377
2,Delhi,2617.0,5,3,Unfurnished,Independent House,14.0,No,23242933.739897083
5,Surat,2888.0,3,1,Fully-furnished,Villa,12.0,Yes,17194540.45186017
3,Jaipur,3603.0,9,1,Semi-furnished,Apartment,5.0,No,15993827.637993868
5,Hyderabad,3614.0,12,1,Fully-furnished,Apartment,1.0,No,30280528.54037733
3,Delhi,4713.0,2,1,Fully-furnished,Apartment,8.0,Yes,49612194.44420158
3,Ahmedabad,3436.0,12,2,Semi-furnished,Independent House,0.0,No,19473539.028969
2,Ahmedabad,4610.0,7,4,Semi-furnished,Independent House,8.0,No,23936203.46227885
4,Mumbai,1845.0,4,1,Unfurnished,Apartment,9.0,No,25648051.66526138
1,Mumbai,2541.0,8,1,Fully-furnished,Villa,1.0,Yes,37983499.8195335
2,Mumbai,3174.0,7,1,Semi-furnished,Villa,21.0,No,39789452.912155814
2,Chennai,2055.0,8,2,Semi-furnished,Apartment,24.0,No,12939800.74420612
4,Chennai,1189.0,4,4,Unfurnished,Villa,18.0,Yes,9428236.184976822
1,Ahmedabad,3952.0,11,3,Fully-furnished,Villa,27.0,Yes,23115304.43844434
5,Mumbai,2034.0,2,1,Semi-furnished,Independent House,13.0,No,30097098.366058078
5,Surat,619.0,7,4,Unfurnished,Villa,2.0,Yes,5779548.963942957
2,Bangalore,4659.0,12,3,Unfurnished,Independent House,15.0,Yes,30388678.362344727
1,Mumbai,4554.0,9,1,Unfurnished,Apartment,18.0,No,48325306.89342433
2,Jaipur,3352.0,6,2,Unfurnished,Villa,8.0,No,14628357.309061361
3,Surat,2113.0,7,2,Fully-furnished,Villa,1.0,No,13414583.531794371
2,Jaipur,3533.0,6,2,Fully-furnished,Independent House,3.0,No,17765322.769876704
2,Kolkata,3283.0,2,3,Semi-furnished,Independent House,23.0,Yes,16583114.141809657
5,Ahmedabad,3436.0,13,2,Semi-furnished,Apartment,10.0,Yes,20250067.120016012
5,Mumbai,,9,4,Semi-furnished,Apartment,7.0,No,20160527.166621543
5,Pune,4388.0,5,3,Semi-furnished,Villa,15.0,Yes,25498697.183943633
3,Delhi,4284.0,12,2,Semi-furnished,Independent House,4.0,Yes,40720462.92075613
5,Mumbai,3126.0,3,4,Unfurnished,Independent House,1.0,Yes,40074995.88489647
1,Bangalore,4044.0,4,4,Fully-furnished,Villa,14.0,Yes,32613191.065129895
4,Kolkata,1649.0,4,1,Unfurnished,Independent House,5.0,Yes,9320365.157883702
1,Mumbai,2209.0,13,1,Fully-furnished,Independent House,7.0,No,32971978.175953683
1,Delhi,3658.0,12,4,Unfurnished,Independent House,1.0,Yes,30926948.90679408
5,Delhi,1866.0,9,1,Unfurnished,Independent House,3.0,Yes,20153850.12048286
4,Chennai,4549.0,11,1,Semi-furnished,Villa,3.0,No,30128210.262845032
4,Bangalore,4990.0,5,3,Fully-furnished,Apartment,11.0,Yes,42818850.145160526
4,Bangalore,,2,2,Fully-furnished,Apartment,24.0,Yes,11548409.689809522
3,Surat,4805.0,6,3,Fully-furnished,Villa,25.0,Yes,25184468.651492216
5,Pune,1175.0,12,3,Semi-furnished,Apartment,0.0,No,10089418.172061404
4,Bangalore,1501.0,14,1,Semi-furnished,Independent House,8.0,No,14397233.433323555
3,Kolkata,4571.0,7,2,Semi-furnished,Villa,14.0,No,22072075.738029074
2,Pune,1395.0,8,3,Semi-furnished,Apartment,7.0,No,9438159.74693195
2,Chennai,2854.0,5,3,Unfurnished,Independent House,16.0,Yes,16838241.064644746
3,Bangalore,3593.0,8,3,Fully-furnished,Apartment,14.0,No,31465554.027060527
3,Chennai,559.0,8,3,Semi-furnished,Villa,9.0,No,6617567.999223712
5,Delhi,4981.0,14,2,Semi-furnished,Apartment,21.0,No,46891371.61750643
5,Mumbai,3264.0,4,1,Semi-furnished,Apartment,12.0,Yes,44293960.67527625
2,Bangalore,2294.0,7,4,Semi-furnished,Apartment,10.0,No,19257216.257929917
4,Delhi,3762.0,12,1,Fully-furnished,Villa,15.0,No,42612003.87279344
2,Mumbai,3029.0,13,4,Unfurnished,Independent House,25.0,No,33746354.523975104
4,Mumbai,2442.0,9,3,Unfurnished,Villa,14.0,Yes,31030194.735383794
4,Delhi,3987.0,10,4,Semi-furnished,Apartment,17.0,Yes,37167476.93953408
5,Jaipur,3921.0,4,2,Unfurnished,Villa,11.0,Yes,16502760.961322714
1,Pune,4578.0,9,2,Semi-furnished,Apartment,2.0,No,24669866.31453128
1,Jaipur,1873.0,12,3,Semi-furnished,Independent House,27.0,Yes,8716032.023864403
3,Ahmedabad,4053.0,4,2,Fully-furnished,Independent House,20.0,Yes,24868795.648494165
5,Hyderabad,4172.0,1,3,Unfurnished,Apartment,23.0,No,25997830.692873243
4,Mumbai,1582.0,4,4,Unfurnished,Villa,21.0,No,21486285.133692622
1,Surat,4747.0,2,1,Semi-furnished,Apartment,24.0,Yes,20738887.45605225
4,Pune,1433.0,6,1,Fully-furnished,Villa,11.0,No,12685962.271354016
1,Mumbai,3087.0,13,4,Semi-furnished,Villa,28.0,No,36970962.44517182
1,Kolkata,4585.0,8,1,Fully-furnished,Apartment,26.0,Yes,24762851.244176175
1,Surat,1057.0,6,3,Unfurnished,Independent House,0.0,Yes,5756113.615973039
5,Ahmedabad,4619.0,9,4,Fully-furnished,Independent House,4.0,No,29765536.97860041
2,Ahmedabad,2042.0,6,3,Unfurnished,Villa,19.0,No,9568123.14125259
4,Kolkata,2882.0,11,1,Unfurnished,Apartment,7.0,Yes,14726218.191091513
5,Delhi,4598.0,7,3,Unfurnished,Apartment,28.0,Yes,39161410.17634637
5,Pune,1507.0,12,2,Semi-furnished,Apartment,4.0,No,12536981.689327048
5,Chennai,1781.0,5,1,Semi-furnished,Independent House,24.0,Yes,13139072.732110023
5,Pune,4858.0,8,2,Fully-furnished,Independent House,17.0,No,31820452.40917208
5,Surat,620.0,2,2,Semi-furnished,Villa,7.0,Yes,7017162.116956291
3,Jaipur,4616.0,2,4,Semi-furnished,Independent House,12.0,Yes,19959831.35641474
4,Chennai,1404.0,11,4,Fully-furnished,Independent House,16.0,Yes,12992427.132666865
5,Ahmedabad,639.0,8,3,Unfurnished,Apartment,7.0,No,6225111.999843485
4,Ahmedabad,2315.0,6,3,Fully-furnished,Apartment,29.0,No,14691818.263415495
3,Delhi,4801.0,2,1,Semi-furnished,Independent House,29.0,Yes,42751196.54113134
3,Hyderabad,4638.0,6,3,Unfurnished,Villa,24.0,Yes,28297679.760103967
4,Pune,1528.0,13,3,Fully-furnished,Apartment,26.0,Yes,11372876.928744974
1,Delhi,2754.0,11,4,Unfurnished,Villa,2.0,Yes,24348830.21522842
2,Surat,844.0,8,4,Semi-furnished,Independent House,17.0,Yes,4873176.889113034
1,Chennai,2919.0,6,2,Semi-furnished,Independent House,11.0,No,18720449.191523284
1,Kolkata,3803.0,9,3,Fully-furnished,Apartment,12.0,Yes,21279104.727860577
1,Mumbai,3735.0,6,4,Unfurnished,Apartment,20.0,Yes,39797647.78312275
5,Jaipur,3094.0,14,1,Semi-furnished,Apartment,8.0,Yes,14852627.580465816
3,Surat,1887.0,3,3,Unfurnished,Apartment,23.0,No,8523321.63246898
1,Mumbai,4517.0,9,1,Fully-furnished,Independent House,15.0,Yes,60722074.22615369
